,id,age,workclass,fnlwgt,education,education-num
5627,5030,35,Local-gov,215419,Some-college,10
9533,5031,48,Self-emp-not-inc,167918,Masters,14
6075,5032,52,Private,133403,Some-college,10
25609,5033,21,Private,89991,Some-college,10
22642,5034,18,Private,266489,Some-college,10
3103,5035,20,Private,140764,Some-college,10
14684,5036,22,Private,374313,HS-grad,9
7180,5037,24,Private,100321,Bachelors,13
12965,5038,33,Private,192663,HS-grad,9
14562,5039,38,Private,220237,Assoc-voc,11
6511,5040,32,Private,136935,HS-grad,9
32065,5041,45,Private,30289,12th,8
22643,5042,57,Private,61474,Some-college,10
12246,5043,50,Private,237819,HS-grad,9
4050,5044,44,Private,101593,Bachelors,13
2751,5045,55,,205527,HS-grad,9
25650,5046,22,Private,222993,HS-grad,9
29544,5047,33,Private,356823,Bachelors,13
14386,5048,58,Local-gov,215245,Bachelors,13
24542,5049,32,Private,192565,11th,7
6671,5050,38,Private,393945,Assoc-voc,11
1415,5051,28,State-gov,73211,Some-college,10
21391,5052,37,Private,295127,HS-grad,9
27920,5053,23,Private,107882,Bachelors,13
15433,5054,31,Private,25216,Bachelors,13
24102,5055,35,Private,196899,Bachelors,13
22485,5056,25,Private,101684,10th,6
32188,5057,29,Private,153416,Bachelors,13
8532,5058,20,,210029,Some-college,10
5723,5059,22,Private,349368,HS-grad,9
11375,5060,37,State-gov,186934,Some-college,10
12408,5061,55,Private,60193,HS-grad,9
21011,5062,21,Private,221955,9th,5
18652,5063,17,Private,138293,11th,7
13761,5064,36,Private,185203,HS-grad,9
30799,5065,43,Private,155106,Assoc-acdm,12
7332,5066,60,Self-emp-not-inc,525878,HS-grad,9
3568,5067,38,Private,283122,HS-grad,9
13138,5068,42,Local-gov,267138,Some-college,10
3908,5069,28,Private,199566,Bachelors,13
7176,5070,44,Self-emp-inc,195124,HS-grad,9
27541,5071,33,Private,155343,HS-grad,9
12873,5072,25,Private,181814,HS-grad,9
6873,5073,73,Self-emp-not-inc,143833,12th,8
6721,5074,63,Private,66634,9th,5
7967,5075,28,Self-emp-not-inc,214689,11th,7
30437,5076,28,Private,403671,HS-grad,9
24334,5077,32,Private,222205,Some-college,10
13770,5078,40,Private,271393,Assoc-acdm,12
7652,5079,18,Private,183315,11th,7
7733,5080,42,Private,190543,Some-college,10
28860,5081,28,Private,487347,HS-grad,9
30405,5082,32,State-gov,147215,Bachelors,13
16179,5083,19,,119234,Some-college,10
24832,5084,26,Private,331861,Bachelors,13
11569,5085,55,Private,130957,HS-grad,9
21003,5086,33,Private,132601,Some-college,10
7772,5087,58,Private,186991,HS-grad,9
15766,5088,43,Private,141858,11th,7
8469,5089,21,Private,149224,Some-college,10
18552,5090,18,Private,210828,Some-college,10
15939,5091,23,Private,60668,10th,6
20411,5092,48,Self-emp-not-inc,246891,Prof-school,15
8701,5093,19,Local-gov,292962,HS-grad,9
19411,5094,30,Private,236993,Some-college,10
2537,5095,34,Private,279015,Some-college,10
30687,5096,63,,331527,10th,6
13950,5097,65,Local-gov,143570,Some-college,10
26164,5098,29,Private,274010,Some-college,10
11430,5099,31,,82473,9th,5
7760,5100,20,Federal-gov,147352,HS-grad,9
13853,5101,24,Private,200295,Some-college,10
9113,5102,47,Federal-gov,137917,Some-college,10
14961,5103,35,Private,308489,Bachelors,13
20308,5104,24,Private,176189,HS-grad,9
9240,5105,26,Private,262656,HS-grad,9
29032,5106,47,State-gov,216414,Doctorate,16
30154,5107,35,Private,283122,Some-college,10
3051,5108,48,Private,119199,Bachelors,13
17251,5109,34,Private,227282,Some-college,10
30308,5110,35,Private,216256,Assoc-voc,11
23635,5111,29,Private,264961,HS-grad,9
29751,5112,51,Self-emp-not-inc,32372,12th,8
18400,5113,27,Self-emp-inc,376936,HS-grad,9
13009,5114,50,Private,165050,10th,6
7070,5115,30,Private,193598,Preschool,1
1147,5116,46,Private,185041,HS-grad,9
19290,5117,21,Private,154165,HS-grad,9
3292,5118,62,Private,185503,Bachelors,13
19704,5119,38,Private,89559,Some-college,10
27435,5120,57,Federal-gov,414994,Some-college,10
29854,5121,35,Private,316141,Some-college,10
8252,5122,30,Private,76107,HS-grad,9
18382,5123,35,Private,140752,HS-grad,9
32471,5124,28,Private,185647,Some-college,10
29315,5125,23,Private,130905,Bachelors,13
9651,5126,34,Private,188900,Bachelors,13
584,5127,31,Self-emp-not-inc,340939,Bachelors,13
9152,5128,32,State-gov,175931,HS-grad,9
18262,5129,31,Private,159123,Bachelors,13
18958,5130,52,Private,48947,Some-college,10
2368,5131,25,Private,122999,HS-grad,9
28194,5132,27,,133359,Bachelors,13
19676,5133,56,Private,215839,Some-college,10
29341,5134,53,Private,346871,HS-grad,9
12917,5135,26,Private,77698,Some-college,10
7989,5136,47,Local-gov,174533,Assoc-voc,11
4454,5137,21,Private,460835,HS-grad,9
27600,5138,39,Private,108140,Masters,14
17121,5139,54,Private,284129,Some-college,10
5977,5140,29,,134566,Doctorate,16
30013,5141,38,State-gov,112497,Bachelors,13
11402,5142,22,Private,305498,HS-grad,9
32297,5143,47,Private,160474,HS-grad,9
9859,5144,43,Self-emp-not-inc,355856,Bachelors,13
26273,5145,29,Private,180299,Some-college,10
2520,5146,36,Self-emp-not-inc,233533,Some-college,10
16054,5147,42,State-gov,160369,HS-grad,9
4086,5148,50,,174964,10th,6
11838,5149,23,Private,200677,10th,6
15623,5150,36,Private,233571,Some-college,10
27367,5151,27,Private,295289,Some-college,10
26321,5152,35,Private,176123,10th,6
29155,5153,30,Self-emp-inc,443546,Assoc-voc,11
13617,5154,49,Private,173115,10th,6
8526,5155,29,Private,207064,HS-grad,9
19744,5156,57,Private,29375,HS-grad,9
21111,5157,39,Private,148015,HS-grad,9
691,5158,24,Private,140027,Some-college,10
20103,5159,24,Private,141040,Some-college,10
16790,5160,51,Private,118793,Bachelors,13
25024,5161,17,Private,100828,11th,7
25527,5162,58,Private,160662,10th,6
9269,5163,36,Private,95336,HS-grad,9
12174,5164,52,State-gov,125796,Masters,14
27571,5165,67,Private,150516,7th-8th,4
25219,5166,74,Private,192290,10th,6
22027,5167,25,Private,189850,Some-college,10
2709,5168,23,Private,26248,HS-grad,9
29701,5169,36,Self-emp-not-inc,34378,Assoc-voc,11
15056,5170,50,Private,338283,Some-college,10
1376,5171,44,Self-emp-not-inc,230684,HS-grad,9
21214,5172,47,Federal-gov,44257,Bachelors,13
2061,5173,20,,376474,Some-college,10
11470,5174,37,Private,77820,Bachelors,13
25901,5175,37,Private,103925,Some-college,10
17456,5176,33,Private,122116,HS-grad,9
3923,5177,57,Private,108426,HS-grad,9
3193,5178,33,Private,637222,12th,8
13061,5179,40,Private,439919,9th,5
24012,5180,26,Private,18827,Some-college,10
2728,5181,19,Private,87653,Some-college,10
3244,5182,42,Local-gov,147510,Bachelors,13
13863,5183,49,Self-emp-not-inc,275845,Some-college,10
3904,5184,69,Private,185691,11th,7
16331,5185,44,Federal-gov,201435,Assoc-voc,11
24300,5186,41,State-gov,283917,Assoc-voc,11
8903,5187,40,Self-emp-inc,190290,Bachelors,13
8072,5188,44,Self-emp-not-inc,26669,Assoc-acdm,12
10419,5189,20,Private,234474,Some-college,10
6466,5190,46,Private,169699,HS-grad,9
21733,5191,30,Private,231826,Some-college,10
15889,5192,43,Federal-gov,155106,Bachelors,13
6588,5193,25,Private,178505,Some-college,10
31661,5194,68,,229016,HS-grad,9
24474,5195,35,Private,267798,HS-grad,9
17811,5196,26,,176967,11th,7
2118,5197,61,,188172,Doctorate,16
8914,5198,35,Private,287548,Some-college,10
25413,5199,34,Private,34080,Assoc-voc,11
4802,5200,25,Private,290528,HS-grad,9
24773,5201,20,,189203,Assoc-acdm,12
26928,5202,67,,132057,HS-grad,9
28659,5203,36,State-gov,98037,Assoc-voc,11
15379,5204,28,Private,77760,HS-grad,9
21744,5205,45,Federal-gov,102569,HS-grad,9
29971,5206,64,Self-emp-inc,161325,Assoc-acdm,12
30038,5207,28,Private,115677,Assoc-acdm,12
13505,5208,47,Private,233511,Masters,14
14167,5209,32,State-gov,438711,Some-college,10
29277,5210,39,Private,115422,HS-grad,9
15259,5211,60,Private,114263,Bachelors,13
8335,5212,56,State-gov,153451,Some-college,10
4367,5213,33,Private,256211,HS-grad,9
29666,5214,22,Private,279802,Some-college,10
1468,5215,24,Private,42706,Assoc-voc,11
6183,5216,33,Private,207267,10th,6
5716,5217,19,Private,274657,5th-6th,3
17502,5218,46,Self-emp-inc,235320,Masters,14
13599,5219,34,Private,197886,Bachelors,13
17606,5220,26,Private,257910,Some-college,10
17592,5221,55,Private,24694,Some-college,10
15854,5222,22,Private,109482,Some-college,10
24562,5223,26,Private,134888,Bachelors,13
27423,5224,27,Federal-gov,38645,Bachelors,13
5941,5225,37,Private,161226,HS-grad,9
8773,5226,49,State-gov,142856,HS-grad,9
29369,5227,62,Private,91433,10th,6
15085,5228,60,Local-gov,138502,Bachelors,13
30024,5229,46,Private,184632,Assoc-voc,11
7968,5230,58,Private,289364,Some-college,10
10632,5231,41,State-gov,197558,Bachelors,13
5340,5232,74,,204840,5th-6th,3
13471,5233,22,Private,189924,Some-college,10
15861,5234,20,Private,176178,HS-grad,9
6128,5235,23,Private,235071,Some-college,10
14913,5236,61,Private,339358,5th-6th,3
12283,5237,46,Local-gov,102308,HS-grad,9
17836,5238,25,Private,194352,Bachelors,13
4694,5239,46,Private,155659,Some-college,10
27625,5240,23,Local-gov,247731,HS-grad,9
6531,5241,31,Private,128220,7th-8th,4
669,5242,24,Private,172146,9th,5
25074,5243,38,Private,257735,9th,5
25814,5244,53,Private,194501,11th,7
27279,5245,26,Private,298225,HS-grad,9
11526,5246,18,,28357,Some-college,10
13125,5247,66,Private,142624,Assoc-acdm,12
17316,5248,53,Private,174020,Masters,14
23002,5249,38,Private,204501,Bachelors,13
3184,5250,54,State-gov,93415,Bachelors,13
1808,5251,73,Local-gov,232871,7th-8th,4
23484,5252,47,Private,125120,Bachelors,13
26947,5253,25,Private,96268,11th,7
3531,5254,32,,282622,HS-grad,9
9891,5255,30,Private,241583,Some-college,10
9933,5256,25,Private,188119,HS-grad,9
25118,5257,57,State-gov,399246,Bachelors,13
4243,5258,24,Private,263498,11th,7
26035,5259,44,Private,206878,HS-grad,9
28239,5260,45,Private,340341,Some-college,10
23359,5261,24,Private,424494,Bachelors,13
5705,5262,43,Self-emp-not-inc,240170,Bachelors,13
16240,5263,37,Private,183345,Assoc-voc,11
18258,5264,45,Private,114459,HS-grad,9
9452,5265,19,,57329,Some-college,10
1716,5266,42,Private,190767,Bachelors,13
7890,5267,30,Private,61272,9th,5
22,5268,35,Federal-gov,76845,9th,5
24126,5269,46,Private,216934,Bachelors,13
1990,5270,19,Private,365640,HS-grad,9
7103,5271,32,Private,152940,Some-college,10
21580,5272,17,Private,205726,11th,7
23143,5273,26,Private,456618,HS-grad,9
12493,5274,35,Private,31964,Bachelors,13
23036,5275,38,Self-emp-not-inc,133299,Assoc-acdm,12
5394,5276,43,State-gov,52849,Bachelors,13
12816,5277,31,Private,182177,Bachelors,13
3702,5278,26,Private,290286,HS-grad,9
28856,5279,32,Private,86808,Some-college,10
27387,5280,30,Private,182714,Some-college,10
5960,5281,18,Private,78817,HS-grad,9
1307,5282,26,Private,202203,5th-6th,3
25885,5283,28,Self-emp-not-inc,227890,Bachelors,13
17498,5284,59,Private,193335,HS-grad,9
9095,5285,26,State-gov,252284,Some-college,10
25797,5286,28,Private,277746,10th,6
3178,5287,58,Self-emp-not-inc,197665,HS-grad,9
30492,5288,34,Private,176117,Some-college,10
14870,5289,70,,147558,Bachelors,13
6938,5290,44,Private,179136,HS-grad,9
23661,5291,70,Private,141742,Assoc-voc,11
3917,5292,19,Private,251579,Some-college,10
7850,5293,57,Private,140426,1st-4th,2
27150,5294,47,Private,94809,Assoc-voc,11
1341,5295,57,Private,89392,Masters,14
28871,5296,26,Private,337940,5th-6th,3
21508,5297,25,Private,295919,Assoc-acdm,12
16999,5298,18,Private,252993,12th,8
5102,5299,62,Private,73292,Some-college,10
13625,5300,41,Private,130126,Prof-school,15
30372,5301,48,Private,216999,HS-grad,9
20875,5302,43,Private,110556,HS-grad,9
28272,5303,44,Local-gov,136986,Masters,14
21905,5304,36,State-gov,170861,HS-grad,9
11100,5305,42,Private,193494,HS-grad,9
19572,5306,19,Private,29083,HS-grad,9
24792,5307,30,Private,243165,HS-grad,9
31462,5308,42,Private,112607,HS-grad,9
13205,5309,30,Self-emp-not-inc,131584,Assoc-voc,11
12085,5310,24,Private,177287,12th,8
17083,5311,24,Private,218215,Assoc-voc,11
5006,5312,19,Private,283033,11th,7
8449,5313,66,Private,101607,HS-grad,9
3893,5314,50,Federal-gov,176969,HS-grad,9
10661,5315,59,Private,122283,Prof-school,15
5327,5316,52,Private,145548,Assoc-acdm,12
15724,5317,45,Private,178922,HS-grad,9
4468,5318,24,Private,275421,Assoc-voc,11
6634,5319,24,Private,258120,Bachelors,13
30393,5320,39,Private,48915,HS-grad,9
685,5321,34,Private,136721,HS-grad,9
5033,5322,42,Self-emp-inc,123838,Prof-school,15
20339,5323,26,Private,157617,HS-grad,9
4843,5324,37,Federal-gov,289653,Some-college,10
19449,5325,37,Private,225504,Masters,14
8082,5326,19,Private,136866,HS-grad,9
12463,5327,34,Private,201122,Some-college,10
4037,5328,28,Private,312588,10th,6
4245,5329,27,Federal-gov,469705,HS-grad,9
10322,5330,35,Private,52187,Some-college,10
2632,5331,40,,70645,Some-college,10
22157,5332,28,Private,27044,Assoc-acdm,12
18344,5333,26,Private,463194,HS-grad,9
22036,5334,42,Private,190403,Some-college,10
13129,5335,49,Private,200949,10th,6
9814,5336,45,Private,188950,Masters,14
2193,5337,30,Private,488720,9th,5
14225,5338,42,Private,115085,HS-grad,9
16954,5339,42,Local-gov,99554,Some-college,10
31193,5340,19,,230874,Some-college,10
14512,5341,50,Private,192203,11th,7
14868,5342,19,Private,184737,HS-grad,9
1149,5343,50,Self-emp-inc,293196,HS-grad,9
25202,5344,52,Private,374883,Assoc-voc,11
23621,5345,54,Private,280292,Some-college,10
19623,5346,43,Private,124436,Some-college,10
8582,5347,22,Private,138768,HS-grad,9
261,5348,45,Private,98092,HS-grad,9
1672,5349,51,Private,120914,7th-8th,4
501,5350,62,Local-gov,114060,HS-grad,9
3433,5351,37,Private,112554,HS-grad,9
1012,5352,50,Private,767403,HS-grad,9
5511,5353,48,Private,94461,HS-grad,9
24213,5354,24,State-gov,506329,Some-college,10
1932,5355,28,Private,162551,7th-8th,4
25298,5356,41,Self-emp-not-inc,97277,Assoc-voc,11
32163,5357,36,State-gov,135874,Bachelors,13
29206,5358,59,,184948,Assoc-voc,11
7328,5359,45,Private,112929,7th-8th,4
883,5360,38,Private,95336,Bachelors,13
8792,5361,57,Private,200453,HS-grad,9
5505,5362,29,Private,632593,HS-grad,9
8170,5363,31,Private,48189,HS-grad,9
2151,5364,30,Private,19302,Some-college,10
28389,5365,31,Local-gov,206297,HS-grad,9
29228,5366,50,Private,213296,Some-college,10
17419,5367,29,Self-emp-not-inc,178564,Bachelors,13
8974,5368,30,Private,226943,HS-grad,9
27443,5369,19,Private,292590,Some-college,10
6860,5370,18,,202516,HS-grad,9
21347,5371,30,Private,196385,Bachelors,13
23847,5372,66,Local-gov,157942,HS-grad,9
17215,5373,43,Private,206878,HS-grad,9
27948,5374,42,Private,383493,Some-college,10
5697,5375,51,Private,300816,Bachelors,13
4659,5376,38,Private,111499,Some-college,10
15054,5377,32,Private,163604,Masters,14
22994,5378,41,Private,294270,9th,5
23861,5379,32,Private,231263,Some-college,10
28927,5380,43,Private,355728,HS-grad,9
15728,5381,27,Private,617860,Some-college,10
22476,5382,57,Local-gov,121111,HS-grad,9
16749,5383,25,Private,180212,HS-grad,9
24531,5384,46,Private,551962,HS-grad,9
22922,5385,60,State-gov,198815,Assoc-acdm,12
17040,5386,46,Private,173243,HS-grad,9
5269,5387,59,Private,43221,9th,5
27304,5388,49,Private,199378,Some-college,10
19562,5389,55,Private,205422,10th,6
15349,5390,46,Federal-gov,341762,Bachelors,13
32500,5391,34,Private,60567,11th,7
11522,5392,33,Private,252168,Some-college,10
5943,5393,34,Private,204461,Bachelors,13
10702,5394,22,Private,215546,Assoc-acdm,12
8850,5395,33,Private,296453,Masters,14
6934,5396,56,Private,290641,Bachelors,13
14598,5397,44,Private,77313,HS-grad,9
13457,5398,66,Self-emp-inc,220543,HS-grad,9
30554,5399,22,Private,50058,Some-college,10
24761,5400,54,Private,220055,Bachelors,13
11695,5401,28,Federal-gov,526528,Some-college,10
22861,5402,36,Private,361888,Some-college,10
15764,5403,33,Private,132705,9th,5
8096,5404,52,,248113,Preschool,1
12424,5405,32,Private,390997,1st-4th,2
20513,5406,51,State-gov,285747,Masters,14
7490,5407,41,Private,204046,HS-grad,9
27203,5408,49,Private,124604,HS-grad,9
21603,5409,31,Private,150324,11th,7
30327,5410,21,Private,191497,Some-college,10
2642,5411,27,Self-emp-inc,243871,Some-college,10
6319,5412,38,Private,189404,HS-grad,9
11153,5413,29,Private,53181,Masters,14
17264,5414,38,Self-emp-not-inc,43712,11th,7
13833,5415,27,Private,189974,Some-college,10
11563,5416,23,Private,188950,Assoc-voc,11
10783,5417,19,Private,105289,10th,6
20796,5418,30,Private,302438,HS-grad,9
480,5419,33,Private,111746,Assoc-acdm,12
25401,5420,48,Self-emp-not-inc,108557,Some-college,10
16290,5421,21,Private,57916,HS-grad,9
28761,5422,32,State-gov,131588,Some-college,10
909,5423,53,Private,68898,Some-college,10
22689,5424,26,Private,212748,HS-grad,9
28959,5425,33,Private,69727,7th-8th,4
22029,5426,23,Private,139012,Assoc-voc,11
31873,5427,28,Private,95566,1st-4th,2
8061,5428,33,Private,155198,9th,5
9025,5429,27,Private,161683,11th,7
12180,5430,26,Private,174921,Bachelors,13
5004,5431,36,Private,62346,HS-grad,9
5211,5432,47,Private,185385,10th,6
1769,5433,26,Private,167350,Some-college,10
28144,5434,21,,191806,Some-college,10
13159,5435,35,Private,70447,Some-college,10
8011,5436,19,Private,318822,Some-college,10
26726,5437,58,Private,234213,HS-grad,9
32401,5438,52,Local-gov,143533,7th-8th,4
25787,5439,28,Private,251905,Prof-school,15
9551,5440,37,Private,277022,HS-grad,9
10958,5441,56,Federal-gov,196307,Doctorate,16
2365,5442,47,Private,184945,Some-college,10
30042,5443,67,,132626,Some-college,10
13372,5444,25,Private,255849,HS-grad,9
26061,5445,22,Private,64520,12th,8
18291,5446,34,Private,399386,Assoc-voc,11
10098,5447,51,,203015,HS-grad,9
31088,5448,23,Private,133582,1st-4th,2
21107,5449,33,Private,176185,12th,8
2199,5450,44,Private,373050,HS-grad,9
5498,5451,43,Private,131435,Bachelors,13
20245,5452,41,State-gov,214985,HS-grad,9
3907,5453,28,Private,247445,HS-grad,9
30931,5454,57,Self-emp-not-inc,181031,HS-grad,9
574,5455,27,Private,158156,Doctorate,16
31485,5456,48,Private,46677,Assoc-acdm,12
9923,5457,22,Private,99199,HS-grad,9
22608,5458,34,Private,261799,Assoc-voc,11
2441,5459,61,Private,355645,9th,5
30810,5460,28,Private,131298,HS-grad,9
30838,5461,31,Local-gov,190228,Masters,14
30144,5462,18,Private,345285,11th,7
3339,5463,31,Private,83446,HS-grad,9
23520,5464,22,Federal-gov,262819,Some-college,10
25963,5465,61,Self-emp-not-inc,221884,Some-college,10
29697,5466,29,Private,114158,Bachelors,13
22505,5467,49,Local-gov,219021,Some-college,10
18464,5468,50,Private,271160,Some-college,10
10726,5469,49,Self-emp-not-inc,126268,Bachelors,13
28565,5470,23,Private,142766,Some-college,10
6052,5471,33,Federal-gov,339388,Assoc-acdm,12
4514,5472,37,Federal-gov,207887,Bachelors,13
17318,5473,50,Local-gov,172175,Prof-school,15
12696,5474,56,Self-emp-not-inc,115439,Some-college,10
2923,5475,42,Self-emp-not-inc,27821,Assoc-voc,11
2453,5476,24,Self-emp-not-inc,174391,HS-grad,9
24625,5477,42,State-gov,190044,Bachelors,13
16509,5478,40,Private,101272,HS-grad,9
17431,5479,21,Self-emp-not-inc,99199,HS-grad,9
3720,5480,46,Private,56841,HS-grad,9
6692,5481,19,Private,120251,HS-grad,9
8842,5482,29,Private,256671,HS-grad,9
20486,5483,43,Private,195258,HS-grad,9
16835,5484,73,,84390,Assoc-voc,11
25268,5485,22,Private,188274,Assoc-acdm,12
32249,5486,35,Private,91839,Bachelors,13
9305,5487,28,Private,162343,HS-grad,9
15246,5488,27,Private,109611,9th,5
11979,5489,34,Private,69251,HS-grad,9
20283,5490,49,State-gov,423222,Masters,14
17712,5491,39,Private,201410,HS-grad,9
26751,5492,31,Private,126950,HS-grad,9
21230,5493,18,Private,352640,HS-grad,9
1251,5494,48,Self-emp-not-inc,397466,Some-college,10
21742,5495,33,Private,162572,HS-grad,9
4874,5496,50,Private,184424,Some-college,10
21716,5497,26,Private,238367,HS-grad,9
30891,5498,18,Private,110142,HS-grad,9
5173,5499,37,Private,305379,Bachelors,13
1240,5500,35,Private,33975,Masters,14
12846,5501,46,Private,213611,7th-8th,4
30569,5502,75,,114204,Some-college,10
5490,5503,62,Self-emp-inc,200577,Masters,14
24363,5504,28,Private,31493,Bachelors,13
6677,5505,41,Private,128354,Bachelors,13
13111,5506,50,Self-emp-not-inc,219420,Doctorate,16
22831,5507,33,Private,520033,12th,8
26130,5508,53,Self-emp-not-inc,46704,Masters,14
